id,head,relation_type,tail
0,transport layer,implements,demultiplexing
0,transport layer,implements,multiplexing
0,transport layer,provides,error checking
0,transport layer,provides,port number
0,transport layer,receives,segment
0,transport layer,sends,transport-level segment
0,tcp,has_part,congestion avoidance
0,tcp,has_part,congestion control mechanism
0,tcp,has_part,connection state
0,tcp,has_part,fast recovery
0,tcp,has_part,receive buffer
0,tcp,has_part,send buffer
0,tcp,has_part,slow start
0,tcp,has_part,tcp state
0,tcp,has_part,window behavior
0,tcp,implements,aimd
0,tcp,implements,aimd algorithm
0,tcp,implements,congestion avoidance
0,tcp,implements,congestion control
0,tcp,implements,demultiplexing
0,tcp,implements,fast recovery
0,tcp,implements,fast retransmit
0,tcp,implements,reliable data transfer service
0,tcp,implements,retransmit mechanism
0,tcp,implements,slow start
0,tcp,implements,three-way handshake
0,tcp,is_a,transport-layer protocol
0,tcp,operates_at,transport layer
0,tcp,provides,congestion control
0,tcp,provides,cumulative acknowledgments
0,tcp,provides,error detection
0,tcp,provides,flow control
0,tcp,provides,flow control service
0,tcp,provides,full-duplex service
0,tcp,provides,point-to-point
0,tcp,provides,reliable connection-oriented service
0,tcp,provides,reliable data transfer
0,tcp,provides,retransmissions
0,tcp,provides,round-trip time estimation
0,tcp,provides,timers
0,tcp,receives,ack
0,tcp,requires,acknowledgments
0,tcp,requires,checksum
0,tcp,requires,flow control
0,tcp,requires,sequence numbers
0,tcp,requires,timers
0,tcp,runs_on,ip
0,tcp,sends,segment
0,tcp,supports,full-duplex
0,udp,implements,checksum calculation
0,udp,implements,demultiplexing
0,udp,operates_at,transport layer
0,udp,provides,error checking
0,udp,provides,error detection
0,udp,provides,process-to-process data delivery
0,udp,provides,unreliable connectionless service
0,udp,requires,checksum
0,udp,supports,multimedia applications
1,udp,implements,checksum calculation
1,udp,implements,demultiplexing
1,udp,operates_at,transport layer
1,udp,provides,error checking
1,udp,provides,error detection
1,udp,provides,process-to-process data delivery
1,udp,provides,unreliable connectionless service
1,udp,requires,checksum
1,udp,supports,multimedia applications
2,tcp,has_part,congestion avoidance
2,tcp,has_part,congestion control mechanism
2,tcp,has_part,connection state
2,tcp,has_part,fast recovery
2,tcp,has_part,receive buffer
2,tcp,has_part,send buffer
2,tcp,has_part,slow start
2,tcp,has_part,tcp state
2,tcp,has_part,window behavior
2,tcp,implements,aimd
2,tcp,implements,aimd algorithm
2,tcp,implements,congestion avoidance
2,tcp,implements,congestion control
2,tcp,implements,demultiplexing
2,tcp,implements,fast recovery
2,tcp,implements,fast retransmit
2,tcp,implements,reliable data transfer service
2,tcp,implements,retransmit mechanism
2,tcp,implements,slow start
2,tcp,implements,three-way handshake
2,tcp,is_a,transport-layer protocol
2,tcp,operates_at,transport layer
2,tcp,provides,congestion control
2,tcp,provides,cumulative acknowledgments
2,tcp,provides,error detection
2,tcp,provides,flow control
2,tcp,provides,flow control service
2,tcp,provides,full-duplex service
2,tcp,provides,point-to-point
2,tcp,provides,reliable connection-oriented service
2,tcp,provides,reliable data transfer
2,tcp,provides,retransmissions
2,tcp,provides,round-trip time estimation
2,tcp,provides,timers
2,tcp,receives,ack
2,tcp,requires,acknowledgments
2,tcp,requires,checksum
2,tcp,requires,flow control
2,tcp,requires,sequence numbers
2,tcp,requires,timers
2,tcp,runs_on,ip
2,tcp,sends,segment
