id,head,relation_type,tail
3,dns,has_part,dns server
3,dns,operates_at,application layer
3,dns,provides,directory service
3,dns,provides,host aliasing
3,dns,provides,hostname-to-ip-address translation service
3,dns,provides,load distribution
3,dns,provides,mail server aliasing
3,dns,runs_on,udp
3,tcp,provides,congestion control
3,tcp,provides,reliable data transfer
3,udp,provides,unreliable data transfer service
5,browser,communicates_with,http server
5,browser,communicates_with,origin server
5,browser,communicates_with,web cache
5,browser,communicates_with,web proxy
5,browser,communicates_with,web server
5,browser,connects_to,web cache
5,browser,is_a,client
5,browser,receives,http response
5,browser,sends,cookie
5,browser,sends,cookie header line
5,browser,sends,header line
5,browser,sends,http request
6,data center,contains,host
6,data center,enables,streaming video service
6,data center,provides,web-based email
9,web server,implements,http
9,web server,provides,web service
9,web server,sends,header line
9,web server,sends,http response
10,ip address,identifies,host
10,ip address,identifies,server
10,ip address,identifies,web server
10,web,runs_on,tcp
10,telnet,runs_on,tcp
10,packet,contains,client address
11,data center,contains,host
11,data center,enables,streaming video service
11,data center,provides,web-based email
13,p2p architecture,enables,self-scaling
13,bittorrent,provides,file distribution
13,bittorrent,implements,p2p architecture
17,web server,implements,http
17,web server,provides,web service
17,web server,sends,header line
17,web server,sends,http response
17,browser,communicates_with,http server
17,browser,communicates_with,origin server
17,browser,communicates_with,web cache
17,browser,communicates_with,web proxy
17,browser,communicates_with,web server
17,browser,connects_to,web cache
17,browser,is_a,client
17,browser,receives,http response
17,browser,sends,cookie
17,browser,sends,cookie header line
17,browser,sends,header line
17,browser,sends,http request
20,socket,connects_to,transport layer
20,socket,part_of,host
20,socket,sends,packet
21,socket,connects_to,transport layer
21,socket,part_of,host
21,socket,sends,packet
22,transport protocol,provides,data integrity
23,ip address,identifies,host
23,ip address,identifies,server
23,ip address,identifies,web server
24,port number,identifies,mail server
24,port number,identifies,welcoming socket
25,socket,connects_to,transport layer
25,socket,part_of,host
25,socket,sends,packet
32,file transfer,runs_on,tcp
33,internet telephony,runs_on,udp
33,multiplayer games,requires,timing guarantees
35,udp,provides,unreliable data transfer service
35,tcp,provides,congestion control
35,tcp,provides,reliable data transfer
36,udp,provides,unreliable data transfer service
36,tcp,provides,congestion control
36,tcp,provides,reliable data transfer
37,handshaking procedure,enables,connection-oriented service
40,udp,provides,unreliable data transfer service
40,tcp,provides,congestion control
40,tcp,provides,reliable data transfer
41,tls,provides,security services
41,internet telephony,runs_on,udp
42,tcp,provides,congestion control
42,tcp,provides,reliable data transfer
42,internet telephony,runs_on,udp
42,web,runs_on,tcp
42,file transfer,runs_on,tcp
43,udp,provides,unreliable data transfer service
43,tcp,provides,congestion control
43,tcp,provides,reliable data transfer
43,internet telephony,runs_on,udp
45,http,enables,cookie
45,http,enables,streaming
45,http,operates_at,application layer
45,http,provides,conditional get
45,http,runs_on,tcp
45,http,supports,persistent connection
45,http,supports,pipelining
46,chrome,implements,http
46,apache,provides,response message
46,http,enables,cookie
46,http,enables,streaming
46,http,operates_at,application layer
46,http,provides,conditional get
46,http,runs_on,tcp
46,http,supports,persistent connection
46,http,supports,pipelining
48,web,runs_on,tcp
48,http,enables,cookie
48,http,enables,streaming
48,http,operates_at,application layer
48,http,provides,conditional get
48,http,runs_on,tcp
48,http,supports,persistent connection
48,http,supports,pipelining
49,dns,has_part,dns server
49,dns,operates_at,application layer
49,dns,provides,directory service
49,dns,provides,host aliasing
49,dns,provides,hostname-to-ip-address translation service
49,dns,provides,load distribution
49,dns,provides,mail server aliasing
49,dns,runs_on,udp
54,url,has_part,hostname
54,url,has_part,path name
55,internet explorer,implements,http
55,chrome,implements,http
55,apache,provides,response message
56,tcp,provides,congestion control
56,tcp,provides,reliable data transfer
56,udp,provides,unreliable data transfer service
56,http client,communicates_with,http server
57,tcp,provides,congestion control
57,tcp,provides,reliable data transfer
58,http,enables,cookie
58,http,enables,streaming
58,http,operates_at,application layer
58,http,provides,conditional get
58,http,runs_on,tcp
58,http,supports,persistent connection
58,http,supports,pipelining
59,web server,implements,http
59,web server,provides,web service
59,web server,sends,header line
59,web server,sends,http response
60,http,enables,cookie
60,http,enables,streaming
60,http,operates_at,application layer
60,http,provides,conditional get
60,http,runs_on,tcp
60,http,supports,persistent connection
60,http,supports,pipelining
61,tcp,provides,congestion control
61,tcp,provides,reliable data transfer
62,http,enables,cookie
62,http,enables,streaming
62,http,operates_at,application layer
62,http,provides,conditional get
62,http,runs_on,tcp
62,http,supports,persistent connection
62,http,supports,pipelining
62,port number,identifies,mail server
62,port number,identifies,welcoming socket
62,url,has_part,hostname
62,url,has_part,path name
63,socket,connects_to,transport layer
63,socket,part_of,host
63,socket,sends,packet
64,html file,part_of,web page
65,http,enables,cookie
65,http,enables,streaming
65,http,operates_at,application layer
65,http,provides,conditional get
65,http,runs_on,tcp
65,http,supports,persistent connection
65,http,supports,pipelining
67,packet,contains,client address
68,tcp segment,contains,http request message
68,tcp segment,part_of,three-way handshake
69,html file,part_of,web page
70,web server,implements,http
70,web server,provides,web service
70,web server,sends,header line
70,web server,sends,http response
73,request line,has_part,http version field
73,request line,has_part,method field
73,request line,has_part,url field
73,request line,part_of,request message
77,http client,communicates_with,http server
80,status line,contains,protocol version field
80,status line,contains,status code
80,status line,contains,status message
81,header line,enables,object caching
81,header line,part_of,request message
81,header line,part_of,response message
82,header line,enables,object caching
82,header line,part_of,request message
82,header line,part_of,response message
84,telnet,runs_on,tcp
84,web server,implements,http
84,web server,provides,web service
84,web server,sends,header line
84,web server,sends,http response
86,browser,communicates_with,http server
86,browser,communicates_with,origin server
86,browser,communicates_with,web cache
86,browser,communicates_with,web proxy
86,browser,communicates_with,web server
86,browser,connects_to,web cache
86,browser,is_a,client
86,browser,receives,http response
86,browser,sends,cookie
86,browser,sends,cookie header line
86,browser,sends,header line
86,browser,sends,http request
86,web server,implements,http
86,web server,provides,web service
86,web server,sends,header line
86,web server,sends,http response
88,cookie file,contains,identification number
89,cookie file,contains,identification number
90,cookie file,contains,identification number
90,http request,contains,cookie header line
90,http,enables,cookie
90,http,enables,streaming
90,http,operates_at,application layer
90,http,provides,conditional get
90,http,runs_on,tcp
90,http,supports,persistent connection
90,http,supports,pipelining
93,hotmail,implements,email service
94,web cache,communicates_with,origin web server
94,web cache,connects_to,origin web server
94,web cache,is_a,proxy server
95,web cache,communicates_with,origin web server
95,web cache,connects_to,origin web server
95,web cache,is_a,proxy server
95,http request,contains,cookie header line
95,origin server,receives,http request
95,origin server,sends,http response
96,origin server,receives,http request
96,origin server,sends,http response
96,web cache,communicates_with,origin web server
96,web cache,connects_to,origin web server
96,web cache,is_a,proxy server
97,web cache,communicates_with,origin web server
97,web cache,connects_to,origin web server
97,web cache,is_a,proxy server
97,isp,provides,ip address
97,isp,provides,web cache
98,origin server,receives,http request
98,origin server,sends,http response
98,web cache,communicates_with,origin web server
98,web cache,connects_to,origin web server
98,web cache,is_a,proxy server
99,router,forwards,packet
99,router,has_part,buffer
99,router,operates_at,network layer
99,institutional network,connects_to,internet
99,institutional network,has_part,cache
100,http request,contains,cookie header line
100,institutional router,connects_to,internet router
100,institutional router,forwards,ip datagram
100,internet router,receives,ip datagram
101,internet router,receives,ip datagram
103,web cache,communicates_with,origin web server
103,web cache,connects_to,origin web server
103,web cache,is_a,proxy server
103,institutional network,connects_to,internet
103,institutional network,has_part,cache
105,web cache,communicates_with,origin web server
105,web cache,connects_to,origin web server
105,web cache,is_a,proxy server
107,http,enables,cookie
107,http,enables,streaming
107,http,operates_at,application layer
107,http,provides,conditional get
107,http,runs_on,tcp
107,http,supports,persistent connection
107,http,supports,pipelining
107,web server,implements,http
107,web server,provides,web service
107,web server,sends,header line
107,web server,sends,http response
108,proxy cache,sends,conditional get
108,web server,implements,http
108,web server,provides,web service
108,web server,sends,header line
108,web server,sends,http response
109,header line,enables,object caching
109,header line,part_of,request message
109,header line,part_of,response message
109,web server,implements,http
109,web server,provides,web service
109,web server,sends,header line
109,web server,sends,http response
110,proxy cache,sends,conditional get
110,status line,contains,protocol version field
110,status line,contains,status code
110,status line,contains,status message
111,internet explorer,implements,http
122,quic,provides,flow control
122,quic,provides,message multiplexing
122,quic,runs_on,udp
126,mail server,has_part,queue
126,mail server,receives,email
126,mail server,receives,mail message
127,smtp,provides,email service
127,smtp,runs_on,tcp
128,smtp,provides,email service
128,smtp,runs_on,tcp
128,tcp,provides,congestion control
128,tcp,provides,reliable data transfer
128,mail server,has_part,queue
128,mail server,receives,email
128,mail server,receives,mail message
129,smtp,provides,email service
129,smtp,runs_on,tcp
129,http,enables,cookie
129,http,enables,streaming
129,http,operates_at,application layer
129,http,provides,conditional get
129,http,runs_on,tcp
129,http,supports,persistent connection
129,http,supports,pipelining
130,smtp,provides,email service
130,smtp,runs_on,tcp
130,http,enables,cookie
130,http,enables,streaming
130,http,operates_at,application layer
130,http,provides,conditional get
130,http,runs_on,tcp
130,http,supports,persistent connection
130,http,supports,pipelining
131,user agent,communicates_with,mail server
131,user agent,sends,email
131,user agent,sends,mail message
