id,head,relation_type,tail
0,link layer,has_part,hardware
0,link layer,has_part,software
0,link layer,provides,error correction
0,link layer,provides,error detection
0,link layer,provides,framing
0,link layer,provides,link access
0,link layer,provides,link-layer addressing information
1,switch,connects_to,interface
1,switch,connects_to,lan segment
1,switch,connects_to,router
1,switch,connects_to,server
1,switch,forwards,ethernet frame
1,switch,forwards,frame
1,switch,forwards,link-layer frame
1,switch,has_part,buffer
1,switch,has_part,forwarding table
1,switch,has_part,port-to-vlan mapping table
1,switch,has_part,switch table
1,switch,implements,ethernet
1,switch,implements,store-and-forward
1,switch,operates_at,data link layer
1,switch,operates_at,layer 2
1,switch,operates_at,link layer
1,switch,provides,store-and-forward
1,switch,receives,frame
1,switch,receives,link-layer frame
1,switch,supports,vlan
1,router,connects_to,hub
1,router,connects_to,switch
1,router,forwards,ip datagram
1,router,has_part,adapter
1,router,has_part,forwarding table
1,router,implements,store-and-forward
1,router,operates_at,network layer
1,router,provides,firewall protection
1,router,receives,frame
1,router,requires,ip address
1,router,sends,frame
2,medium access protocol,enables,frame
4,ethernet,has_part,csma/cd
4,ethernet,implements,binary exponential backoff algorithm
4,ethernet,implements,csma/cd
4,ethernet,operates_at,link layer
4,ethernet,provides,connectionless service
4,ethernet,supports,broadcast channel
4,ethernet,supports,broadcast link
4,node,connects_to,adapter
4,node,receives,frame
4,node,receives,token
4,node,sends,frame
4,node,sends,packet
6,router,connects_to,hub
6,router,connects_to,switch
6,router,forwards,ip datagram
6,router,has_part,adapter
6,router,has_part,forwarding table
6,router,implements,store-and-forward
6,router,operates_at,network layer
6,router,provides,firewall protection
6,router,receives,frame
6,router,requires,ip address
6,router,sends,frame
8,link,connects_to,host
10,frame,contains,mac address
10,frame,contains,mac broadcast address
10,frame,contains,mpls header
10,frame,contains,packet
10,frame,has_part,cyclic redundancy check
10,frame,has_part,preamble
10,frame,has_part,source address
10,frame,has_part,type field
11,tcp,requires,internet checksum
14,ethernet,has_part,csma/cd
14,ethernet,implements,binary exponential backoff algorithm
14,ethernet,implements,csma/cd
14,ethernet,operates_at,link layer
14,ethernet,provides,connectionless service
14,ethernet,supports,broadcast channel
14,ethernet,supports,broadcast link
15,network adapter,implements,error correction
15,network adapter,implements,error detection
15,network adapter,implements,framing
15,network adapter,implements,link access
19,link layer,has_part,hardware
19,link layer,has_part,software
19,link layer,provides,error correction
19,link layer,provides,error detection
19,link layer,provides,framing
19,link layer,provides,link access
19,link layer,provides,link-layer addressing information
23,single parity bit,enables,error detection
23,even parity scheme,contains,single parity bit
23,even parity scheme,provides,error detection
25,burst error,causes,undetected error
28,forward error correction,provides,error correction
28,forward error correction,supports,arq
31,tcp,requires,internet checksum
31,udp,contains,dns query
32,ip,operates_at,network layer
32,ip,requires,internet checksum
32,xtp,requires,checksum
32,cyclic redundancy check,operates_at,link layer
32,cyclic redundancy check,provides,error detection
32,cyclic redundancy check,requires,modulo-2 arithmetic
32,cyclic redundancy check,requires,xor
32,cyclic redundancy check,supports,link layer
32,tcp,requires,internet checksum
32,udp,contains,dns query
33,link layer,has_part,hardware
33,link layer,has_part,software
33,link layer,provides,error correction
33,link layer,provides,error detection
33,link layer,provides,framing
33,link layer,provides,link access
33,link layer,provides,link-layer addressing information
33,transport layer,provides,error correction
33,transport layer,provides,error detection
33,cyclic redundancy check,operates_at,link layer
33,cyclic redundancy check,provides,error detection
33,cyclic redundancy check,requires,modulo-2 arithmetic
33,cyclic redundancy check,requires,xor
33,cyclic redundancy check,supports,link layer
34,cyclic redundancy check,operates_at,link layer
34,cyclic redundancy check,provides,error detection
34,cyclic redundancy check,requires,modulo-2 arithmetic
34,cyclic redundancy check,requires,xor
34,cyclic redundancy check,supports,link layer
34,crc,requires,generator 1001
34,crc,requires,generator 10011
41,ethernet,has_part,csma/cd
41,ethernet,implements,binary exponential backoff algorithm
41,ethernet,implements,csma/cd
41,ethernet,operates_at,link layer
41,ethernet,provides,connectionless service
41,ethernet,supports,broadcast channel
41,ethernet,supports,broadcast link
46,collision,causes,packet loss
46,multiple access protocol,supports,broadcast channel
53,fdm,supports,broadcast channel
54,cdma,supports,broadcast channel
55,cdma,supports,broadcast channel
57,csma,is_a,random access protocol
57,csma,requires,carrier sensing
57,ethernet,has_part,csma/cd
57,ethernet,implements,binary exponential backoff algorithm
57,ethernet,implements,csma/cd
57,ethernet,operates_at,link layer
57,ethernet,provides,connectionless service
57,ethernet,supports,broadcast channel
57,ethernet,supports,broadcast link
74,csma,is_a,random access protocol
74,csma,requires,carrier sensing
80,adapter,connects_to,broadcast channel
80,adapter,has_part,buffer
80,adapter,has_part,mac address
80,adapter,implements,cyclic redundancy check
80,adapter,part_of,node
80,adapter,receives,datagram
80,adapter,receives,ethernet frame
80,adapter,receives,frame
80,adapter,receives,ip datagram
80,adapter,sends,ethernet frame
80,adapter,sends,frame
80,frame,contains,mac address
80,frame,contains,mac broadcast address
80,frame,contains,mpls header
80,frame,contains,packet
80,frame,has_part,cyclic redundancy check
80,frame,has_part,preamble
80,frame,has_part,source address
80,frame,has_part,type field
82,ethernet,has_part,csma/cd
82,ethernet,implements,binary exponential backoff algorithm
82,ethernet,implements,csma/cd
82,ethernet,operates_at,link layer
82,ethernet,provides,connectionless service
82,ethernet,supports,broadcast channel
82,ethernet,supports,broadcast link
82,docsis,implements,binary exponential backoff algorithm
85,ethernet,has_part,csma/cd
85,ethernet,implements,binary exponential backoff algorithm
85,ethernet,implements,csma/cd
85,ethernet,operates_at,link layer
85,ethernet,provides,connectionless service
85,ethernet,supports,broadcast channel
85,ethernet,supports,broadcast link
88,aloha,is_a,random access protocol
91,token,is_a,frame
92,token,is_a,frame
94,fdm,supports,broadcast channel
95,upstream channel,contains,mini-slot
95,cmts,receives,mini-slot-request frame
95,cmts,sends,map message
96,cmts,receives,mini-slot-request frame
96,cmts,sends,map message
99,fdm,supports,broadcast channel
99,switched local network,contains,switch
99,link layer,has_part,hardware
99,link layer,has_part,software
99,link layer,provides,error correction
99,link layer,provides,error detection
99,link layer,provides,framing
99,link layer,provides,link access
99,link layer,provides,link-layer addressing information
100,ospf,implements,link-state routing
100,ospf,supports,link-state information
103,mac address,identifies,adapter
103,ethernet,has_part,csma/cd
103,ethernet,implements,binary exponential backoff algorithm
103,ethernet,implements,csma/cd
103,ethernet,operates_at,link layer
103,ethernet,provides,connectionless service
103,ethernet,supports,broadcast channel
103,ethernet,supports,broadcast link
104,mac address,identifies,adapter
105,mac address,identifies,adapter
106,mac address,identifies,adapter
107,mac address,identifies,adapter
107,ip address,identifies,host
107,ip address,identifies,router
108,mac address,identifies,adapter
109,ethernet,has_part,csma/cd
109,ethernet,implements,binary exponential backoff algorithm
109,ethernet,implements,csma/cd
109,ethernet,operates_at,link layer
109,ethernet,provides,connectionless service
109,ethernet,supports,broadcast channel
109,ethernet,supports,broadcast link
111,switch,connects_to,interface
111,switch,connects_to,lan segment
111,switch,connects_to,router
111,switch,connects_to,server
111,switch,forwards,ethernet frame
111,switch,forwards,frame
111,switch,forwards,link-layer frame
111,switch,has_part,buffer
111,switch,has_part,forwarding table
111,switch,has_part,port-to-vlan mapping table
111,switch,has_part,switch table
111,switch,implements,ethernet
111,switch,implements,store-and-forward
111,switch,operates_at,data link layer
111,switch,operates_at,layer 2
111,switch,operates_at,link layer
111,switch,provides,store-and-forward
111,switch,receives,frame
111,switch,receives,link-layer frame
111,switch,supports,vlan
111,frame,contains,mac address
111,frame,contains,mac broadcast address
111,frame,contains,mpls header
111,frame,contains,packet
111,frame,has_part,cyclic redundancy check
111,frame,has_part,preamble
111,frame,has_part,source address
111,frame,has_part,type field
112,mac address,identifies,adapter
113,mac address,identifies,adapter
114,arp table,contains,ip address
114,arp table,contains,mac address
115,arp table,contains,ip address
115,arp table,contains,mac address
116,arp table,contains,ip address
116,arp table,contains,mac address
119,arp packet,contains,ip address
119,arp packet,contains,mac address
119,arp table,contains,ip address
119,arp table,contains,mac address
120,arp table,contains,ip address
120,arp table,contains,mac address
121,arp packet,contains,ip address
121,arp packet,contains,mac address
122,router,connects_to,hub
122,router,connects_to,switch
122,router,forwards,ip datagram
122,router,has_part,adapter
122,router,has_part,forwarding table
122,router,implements,store-and-forward
122,router,operates_at,network layer
122,router,provides,firewall protection
122,router,receives,frame
122,router,requires,ip address
122,router,sends,frame
123,ip address,identifies,host
123,ip address,identifies,router
123,adapter,connects_to,broadcast channel
123,adapter,has_part,buffer
123,adapter,has_part,mac address
123,adapter,implements,cyclic redundancy check
123,adapter,part_of,node
123,adapter,receives,datagram
123,adapter,receives,ethernet frame
123,adapter,receives,frame
123,adapter,receives,ip datagram
123,adapter,sends,ethernet frame
123,adapter,sends,frame
123,mac address,identifies,adapter
125,adapter,connects_to,broadcast channel
125,adapter,has_part,buffer
125,adapter,has_part,mac address
125,adapter,implements,cyclic redundancy check
125,adapter,part_of,node
125,adapter,receives,datagram
125,adapter,receives,ethernet frame
125,adapter,receives,frame
125,adapter,receives,ip datagram
125,adapter,sends,ethernet frame
125,adapter,sends,frame
126,mac address,identifies,adapter
127,arp,identifies,mac address
127,arp,operates_at,link layer
127,mac address,identifies,adapter
128,router,connects_to,hub
128,router,connects_to,switch
128,router,forwards,ip datagram
128,router,has_part,adapter
128,router,has_part,forwarding table
128,router,implements,store-and-forward
128,router,operates_at,network layer
128,router,provides,firewall protection
128,router,receives,frame
128,router,requires,ip address
128,router,sends,frame
128,forwarding table,contains,mac address
128,forwarding table,part_of,gateway router
128,forwarding table,part_of,router
