id,head,relation_type,tail
3,physical media,connects_to,host
11,wifi,operates_at,data link layer
15,tcp,implements,congestion control
15,tcp,provides,congestion-control mechanism
15,tcp,provides,reliable delivery
15,http,operates_at,application layer
15,http,provides,web service
15,smtp,operates_at,application layer
15,smtp,provides,email service
15,ethernet,has_part,copper wire
15,ethernet,operates_at,data link layer
15,wifi,operates_at,data link layer
22,packet switching,provides,efficiency
22,packet switching,provides,sharing of transmission capacity
28,router,communicates_with,host
28,router,connects_to,base station
28,router,connects_to,client
28,router,connects_to,end system
28,router,connects_to,pc
28,router,connects_to,server
28,router,forwards,datagram
28,router,has_part,buffer
28,router,has_part,forwarding table
28,router,has_part,output buffer
28,router,is_a,packet switch
28,router,mitigates,ddos attack
28,router,part_of,point of presence
28,router,receives,packet
28,router,receives,special packet
28,router,sends,message
29,web server,is_a,server
30,web server,is_a,server
35,access network,connects_to,host
35,access network,controls,throughput
36,dsl modem,connects_to,dslam
38,dsl modem,connects_to,dslam
40,dsl,requires,telephone line
40,dsl,supports,frequency-division multiplexing
40,cable internet access,requires,cable
40,cable internet access,requires,cable modem
41,fiber optics,connects_to,cable head end
41,cable head end,has_part,cable modem termination system
41,dsl modem,connects_to,dslam
42,ethernet,has_part,copper wire
42,ethernet,operates_at,data link layer
42,cable head end,has_part,cable modem termination system
43,cable internet access,requires,cable
43,cable internet access,requires,cable modem
44,dsl,requires,telephone line
44,dsl,supports,frequency-division multiplexing
47,home router,connects_to,optical network terminator
47,cable head end,has_part,cable modem termination system
48,base station,communicates_with,laptop
48,wifi wireless router,connects_to,modem
49,ethernet,has_part,copper wire
49,ethernet,operates_at,data link layer
49,ethernet switch,connects_to,edge router
50,ethernet switch,connects_to,edge router
50,access point,connects_to,ethernet switch
51,wifi,operates_at,data link layer
51,dsl,requires,telephone line
51,dsl,supports,frequency-division multiplexing
52,home router,connects_to,optical network terminator
52,base station,communicates_with,laptop
53,base station,communicates_with,laptop
53,wifi,operates_at,data link layer
54,wifi,operates_at,data link layer
54,hfc,has_part,coaxial cable
54,hfc,has_part,fiber cable
54,dsl,requires,telephone line
54,dsl,supports,frequency-division multiplexing
54,ethernet,has_part,copper wire
54,ethernet,operates_at,data link layer
55,end system,connects_to,communication link
55,end system,connects_to,isp
55,end system,connects_to,router
55,end system,sends,packet
55,end system,sends,segment
55,router,communicates_with,host
55,router,connects_to,base station
55,router,connects_to,client
55,router,connects_to,end system
55,router,connects_to,pc
55,router,connects_to,server
55,router,forwards,datagram
55,router,has_part,buffer
55,router,has_part,forwarding table
55,router,has_part,output buffer
55,router,is_a,packet switch
55,router,mitigates,ddos attack
55,router,part_of,point of presence
55,router,receives,packet
55,router,receives,special packet
55,router,sends,message
64,fiber optics,connects_to,cable head end
70,end system,connects_to,communication link
70,end system,connects_to,isp
70,end system,connects_to,router
70,end system,sends,packet
70,end system,sends,segment
71,packet switch,connects_to,end system
71,packet switch,forwards,packet
71,router,communicates_with,host
71,router,connects_to,base station
71,router,connects_to,client
71,router,connects_to,end system
71,router,connects_to,pc
71,router,connects_to,server
71,router,forwards,datagram
71,router,has_part,buffer
71,router,has_part,forwarding table
71,router,has_part,output buffer
71,router,is_a,packet switch
71,router,mitigates,ddos attack
71,router,part_of,point of presence
71,router,receives,packet
71,router,receives,special packet
71,router,sends,message
72,router,communicates_with,host
72,router,connects_to,base station
72,router,connects_to,client
72,router,connects_to,end system
72,router,connects_to,pc
72,router,connects_to,server
72,router,forwards,datagram
72,router,has_part,buffer
72,router,has_part,forwarding table
72,router,has_part,output buffer
72,router,is_a,packet switch
72,router,mitigates,ddos attack
72,router,part_of,point of presence
72,router,receives,packet
72,router,receives,special packet
72,router,sends,message
73,router,communicates_with,host
73,router,connects_to,base station
73,router,connects_to,client
73,router,connects_to,end system
73,router,connects_to,pc
73,router,connects_to,server
73,router,forwards,datagram
73,router,has_part,buffer
73,router,has_part,forwarding table
73,router,has_part,output buffer
73,router,is_a,packet switch
73,router,mitigates,ddos attack
73,router,part_of,point of presence
73,router,receives,packet
73,router,receives,special packet
73,router,sends,message
73,propagation delay,increases,delay
73,propagation delay,increases,round-trip delay
74,router,communicates_with,host
74,router,connects_to,base station
74,router,connects_to,client
74,router,connects_to,end system
74,router,connects_to,pc
74,router,connects_to,server
74,router,forwards,datagram
74,router,has_part,buffer
74,router,has_part,forwarding table
74,router,has_part,output buffer
74,router,is_a,packet switch
74,router,mitigates,ddos attack
74,router,part_of,point of presence
74,router,receives,packet
74,router,receives,special packet
74,router,sends,message
74,packet,contains,destination address
74,packet,contains,segment
74,packet,contains,source address
74,packet,has_part,header fields
74,packet,has_part,payload field
75,router,communicates_with,host
75,router,connects_to,base station
75,router,connects_to,client
75,router,connects_to,end system
75,router,connects_to,pc
75,router,connects_to,server
75,router,forwards,datagram
75,router,has_part,buffer
75,router,has_part,forwarding table
75,router,has_part,output buffer
75,router,is_a,packet switch
75,router,mitigates,ddos attack
75,router,part_of,point of presence
75,router,receives,packet
75,router,receives,special packet
75,router,sends,message
75,packet,contains,destination address
75,packet,contains,segment
75,packet,contains,source address
75,packet,has_part,header fields
75,packet,has_part,payload field
76,router,communicates_with,host
76,router,connects_to,base station
76,router,connects_to,client
76,router,connects_to,end system
76,router,connects_to,pc
76,router,connects_to,server
76,router,forwards,datagram
76,router,has_part,buffer
76,router,has_part,forwarding table
76,router,has_part,output buffer
76,router,is_a,packet switch
76,router,mitigates,ddos attack
76,router,part_of,point of presence
76,router,receives,packet
76,router,receives,special packet
76,router,sends,message
76,packet,contains,destination address
76,packet,contains,segment
76,packet,contains,source address
76,packet,has_part,header fields
76,packet,has_part,payload field
77,link,part_of,core
77,link,provides,throughput
77,link,supports,circuit switching
77,link,supports,packet switching
77,link,supports,time division multiplexing
77,router,communicates_with,host
77,router,connects_to,base station
77,router,connects_to,client
77,router,connects_to,end system
77,router,connects_to,pc
77,router,connects_to,server
77,router,forwards,datagram
77,router,has_part,buffer
77,router,has_part,forwarding table
77,router,has_part,output buffer
77,router,is_a,packet switch
77,router,mitigates,ddos attack
77,router,part_of,point of presence
77,router,receives,packet
77,router,receives,special packet
77,router,sends,message
77,output buffer,causes,packet loss
77,output buffer,part_of,router
77,packet switch,connects_to,end system
77,packet switch,forwards,packet
78,output buffer,causes,packet loss
78,output buffer,part_of,router
78,congestion,causes,delay
78,congestion,causes,packet loss
78,congestion,increases,queuing delay
79,router,communicates_with,host
79,router,connects_to,base station
79,router,connects_to,client
79,router,connects_to,end system
79,router,connects_to,pc
79,router,connects_to,server
79,router,forwards,datagram
79,router,has_part,buffer
79,router,has_part,forwarding table
79,router,has_part,output buffer
79,router,is_a,packet switch
79,router,mitigates,ddos attack
79,router,part_of,point of presence
79,router,receives,packet
79,router,receives,special packet
79,router,sends,message
80,router,communicates_with,host
80,router,connects_to,base station
80,router,connects_to,client
80,router,connects_to,end system
80,router,connects_to,pc
80,router,connects_to,server
80,router,forwards,datagram
80,router,has_part,buffer
80,router,has_part,forwarding table
80,router,has_part,output buffer
80,router,is_a,packet switch
80,router,mitigates,ddos attack
80,router,part_of,point of presence
80,router,receives,packet
80,router,receives,special packet
80,router,sends,message
80,output buffer,causes,packet loss
80,output buffer,part_of,router
80,queuing delay,increases,delay
80,queuing delay,increases,end-to-end delay
80,queuing delay,part_of,nodal delay
81,router,communicates_with,host
81,router,connects_to,base station
81,router,connects_to,client
81,router,connects_to,end system
81,router,connects_to,pc
81,router,connects_to,server
81,router,forwards,datagram
81,router,has_part,buffer
81,router,has_part,forwarding table
81,router,has_part,output buffer
81,router,is_a,packet switch
81,router,mitigates,ddos attack
81,router,part_of,point of presence
81,router,receives,packet
81,router,receives,special packet
81,router,sends,message
81,ip address,identifies,end system
82,router,communicates_with,host
82,router,connects_to,base station
82,router,connects_to,client
82,router,connects_to,end system
82,router,connects_to,pc
82,router,connects_to,server
82,router,forwards,datagram
82,router,has_part,buffer
82,router,has_part,forwarding table
82,router,has_part,output buffer
82,router,is_a,packet switch
82,router,mitigates,ddos attack
82,router,part_of,point of presence
82,router,receives,packet
82,router,receives,special packet
82,router,sends,message
82,forwarding table,maps_to,outbound link
82,forwarding table,part_of,router
85,router,communicates_with,host
85,router,connects_to,base station
85,router,connects_to,client
85,router,connects_to,end system
85,router,connects_to,pc
85,router,connects_to,server
85,router,forwards,datagram
85,router,has_part,buffer
85,router,has_part,forwarding table
85,router,has_part,output buffer
85,router,is_a,packet switch
85,router,mitigates,ddos attack
85,router,part_of,point of presence
85,router,receives,packet
85,router,receives,special packet
85,router,sends,message
85,forwarding table,maps_to,outbound link
85,forwarding table,part_of,router
86,routing protocol,enables,forwarding table
86,routing protocol,enables,shortest path
86,circuit switching,causes,idle network resources
86,packet switching,provides,efficiency
86,packet switching,provides,sharing of transmission capacity
89,circuit,implements,time-division multiplexing
89,circuit,requires,time slot
91,internet,supports,mission critical services
92,circuit switching,causes,idle network resources
95,circuit switching,causes,idle network resources
95,packet switching,provides,efficiency
95,packet switching,provides,sharing of transmission capacity
97,circuit switching,causes,idle network resources
99,packet switching,provides,efficiency
99,packet switching,provides,sharing of transmission capacity
99,circuit switching,causes,idle network resources
100,packet switching,provides,efficiency
100,packet switching,provides,sharing of transmission capacity
100,circuit switching,causes,idle network resources
101,circuit switching,causes,idle network resources
103,packet switching,provides,efficiency
103,packet switching,provides,sharing of transmission capacity
103,circuit switching,causes,idle network resources
104,packet switching,provides,efficiency
104,packet switching,provides,sharing of transmission capacity
105,packet switching,provides,efficiency
105,packet switching,provides,sharing of transmission capacity
105,circuit switching,causes,idle network resources
106,packet switching,provides,efficiency
106,packet switching,provides,sharing of transmission capacity
106,circuit switching,causes,idle network resources
106,access isp,connects_to,global transit isp
106,access isp,connects_to,host
106,access isp,connects_to,regional isp
106,access isp,connects_to,tier-1 isp
106,access isp,part_of,network of networks
107,access isp,connects_to,global transit isp
107,access isp,connects_to,host
107,access isp,connects_to,regional isp
107,access isp,connects_to,tier-1 isp
107,access isp,part_of,network of networks
107,dsl,requires,telephone line
107,dsl,supports,frequency-division multiplexing
109,global transit isp,has_part,router
110,global transit isp,has_part,router
112,regional isp,connects_to,tier-1 isp
113,regional isp,connects_to,tier-1 isp
113,global transit isp,has_part,router
114,access isp,connects_to,global transit isp
114,access isp,connects_to,host
114,access isp,connects_to,regional isp
114,access isp,connects_to,tier-1 isp
114,access isp,part_of,network of networks
115,larger regional isp,connects_to,tier-1 isp
117,router,communicates_with,host
117,router,connects_to,base station
117,router,connects_to,client
117,router,connects_to,end system
117,router,connects_to,pc
117,router,connects_to,server
117,router,forwards,datagram
117,router,has_part,buffer
117,router,has_part,forwarding table
117,router,has_part,output buffer
117,router,is_a,packet switch
117,router,mitigates,ddos attack
117,router,part_of,point of presence
117,router,receives,packet
117,router,receives,special packet
117,router,sends,message
117,access isp,connects_to,global transit isp
117,access isp,connects_to,host
117,access isp,connects_to,regional isp
117,access isp,connects_to,tier-1 isp
117,access isp,part_of,network of networks
117,regional isp,connects_to,tier-1 isp
125,packet,contains,destination address
125,packet,contains,segment
125,packet,contains,source address
125,packet,has_part,header fields
125,packet,has_part,payload field
125,host,connects_to,circuit switch
125,host,connects_to,imp
125,host,is_a,end system
125,host,is_a,network component
125,host,provides,socket interface
125,host,sends,segment
126,queuing delay,increases,delay
126,queuing delay,increases,end-to-end delay
126,queuing delay,part_of,nodal delay
126,transmission delay,increases,delay
126,propagation delay,increases,delay
126,propagation delay,increases,round-trip delay
127,packet switching,provides,efficiency
127,packet switching,provides,sharing of transmission capacity
127,queue,causes,packet loss
127,queue,connects_to,link
127,queue,part_of,router
127,queue,receives,packet
127,buffer,receives,packet
128,queue,causes,packet loss
128,queue,connects_to,link
128,queue,part_of,router
128,queue,receives,packet
129,processing delay,increases,delay
129,processing delay,part_of,nodal delay
130,queuing delay,increases,delay
130,queuing delay,increases,end-to-end delay
130,queuing delay,part_of,nodal delay
130,packet,contains,destination address
130,packet,contains,segment
