id,head,relation_type,tail
0,network layer,has_part,control plane
0,ospf,implements,dijkstra's algorithm
0,ospf,implements,link-state algorithm
0,ospf,implements,link-state broadcast
0,ospf,implements,link-state routing algorithm
0,ospf,implements,reliable message transfer
0,ospf,implements,routing algorithm
0,ospf,is_a,link-state protocol
0,ospf,provides,least-cost path routing
0,ospf,runs_on,ip
0,ospf,supports,authentication
0,ospf,supports,md5 authentication
0,ospf,supports,simple authentication
0,bgp,enables,ip-anycast service
0,bgp,enables,policy
0,bgp,has_part,as-path
0,bgp,implements,hot potato routing
0,bgp,implements,route-selection algorithm
0,bgp,implements,routing algorithm
0,bgp,requires,port 179
0,bgp,runs_on,tcp
1,ospf,implements,dijkstra's algorithm
1,ospf,implements,link-state algorithm
1,ospf,implements,link-state broadcast
1,ospf,implements,link-state routing algorithm
1,ospf,implements,reliable message transfer
1,ospf,implements,routing algorithm
1,ospf,is_a,link-state protocol
1,ospf,provides,least-cost path routing
1,ospf,runs_on,ip
1,ospf,supports,authentication
1,ospf,supports,md5 authentication
1,ospf,supports,simple authentication
1,bgp,enables,ip-anycast service
1,bgp,enables,policy
1,bgp,has_part,as-path
1,bgp,implements,hot potato routing
1,bgp,implements,route-selection algorithm
1,bgp,implements,routing algorithm
1,bgp,requires,port 179
1,bgp,runs_on,tcp
2,icmp,enables,ping
2,icmp,enables,traceroute
2,icmp,provides,error reporting
2,snmp,operates_at,application layer
2,snmp,runs_on,udp
2,forwarding table,contains,next-hop node
2,forwarding table,part_of,node
2,forwarding table,part_of,router
3,flow table,contains,header field value
3,flow table,has_part,flow table entry
3,flow table,part_of,router
3,flow table,part_of,sdn-controlled switch
4,forwarding table,contains,next-hop node
4,forwarding table,part_of,node
4,forwarding table,part_of,router
4,ospf,implements,dijkstra's algorithm
4,ospf,implements,link-state algorithm
4,ospf,implements,link-state broadcast
4,ospf,implements,link-state routing algorithm
4,ospf,implements,reliable message transfer
4,ospf,implements,routing algorithm
4,ospf,is_a,link-state protocol
4,ospf,provides,least-cost path routing
4,ospf,runs_on,ip
4,ospf,supports,authentication
4,ospf,supports,md5 authentication
4,ospf,supports,simple authentication
4,bgp,enables,ip-anycast service
4,bgp,enables,policy
4,bgp,has_part,as-path
4,bgp,implements,hot potato routing
4,bgp,implements,route-selection algorithm
4,bgp,implements,routing algorithm
4,bgp,requires,port 179
4,bgp,runs_on,tcp
6,flow table,contains,header field value
6,flow table,has_part,flow table entry
6,flow table,part_of,router
6,flow table,part_of,sdn-controlled switch
7,sdn,implements,logically centralized control
7,sdn,supports,4g/5g cellular networking
8,sdn,implements,logically centralized control
8,sdn,supports,4g/5g cellular networking
9,sdn,implements,logically centralized control
9,sdn,supports,4g/5g cellular networking
10,graph,has_part,edge
10,graph,has_part,node
14,neighbor,receives,distance vector
16,graph,has_part,edge
16,graph,has_part,node
17,centralized routing algorithm,requires,global knowledge
17,centralized routing algorithm,runs_on,controller
22,rip,implements,distance-vector algorithm
22,ospf,implements,dijkstra's algorithm
22,ospf,implements,link-state algorithm
22,ospf,implements,link-state broadcast
22,ospf,implements,link-state routing algorithm
22,ospf,implements,reliable message transfer
22,ospf,implements,routing algorithm
22,ospf,is_a,link-state protocol
22,ospf,provides,least-cost path routing
22,ospf,runs_on,ip
22,ospf,supports,authentication
22,ospf,supports,md5 authentication
22,ospf,supports,simple authentication
22,bgp,enables,ip-anycast service
22,bgp,enables,policy
22,bgp,has_part,as-path
22,bgp,implements,hot potato routing
22,bgp,implements,route-selection algorithm
22,bgp,implements,routing algorithm
22,bgp,requires,port 179
22,bgp,runs_on,tcp
26,centralized routing algorithm,requires,global knowledge
26,centralized routing algorithm,runs_on,controller
28,ls algorithm,provides,least-cost path
30,ls algorithm,provides,least-cost path
30,forwarding table,contains,next-hop node
30,forwarding table,part_of,node
30,forwarding table,part_of,router
31,forwarding table,contains,next-hop node
31,forwarding table,part_of,node
31,forwarding table,part_of,router
32,ls algorithm,provides,least-cost path
34,ls algorithm,provides,least-cost path
35,ls algorithm,provides,least-cost path
36,ls algorithm,provides,least-cost path
42,forwarding table,contains,next-hop node
42,forwarding table,part_of,node
42,forwarding table,part_of,router
43,distance vector,contains,cost
44,distance vector,contains,cost
45,distance vector,contains,cost
46,forwarding table,contains,next-hop node
46,forwarding table,part_of,node
46,forwarding table,part_of,router
47,forwarding table,contains,next-hop node
47,forwarding table,part_of,node
47,forwarding table,part_of,router
47,ls algorithm,provides,least-cost path
