id,head,relation_type,tail
12,web server,receives,packet
12,web server,sends,packet
13,cryptography,provides,authentication
13,cryptography,provides,confidentiality
13,cryptography,provides,message integrity
13,cryptography,provides,nonrepudiation
14,cryptography,provides,authentication
14,cryptography,provides,confidentiality
14,cryptography,provides,message integrity
14,cryptography,provides,nonrepudiation
15,cryptography,provides,authentication
15,cryptography,provides,confidentiality
15,cryptography,provides,message integrity
15,cryptography,provides,nonrepudiation
16,encryption algorithm,requires,key
18,encryption algorithm,requires,key
18,decryption algorithm,requires,key
18,decryption algorithm,requires,private key
30,pgp,provides,authentication
30,pgp,provides,confidentiality
30,pgp,provides,data integrity
30,pgp,provides,digital signature
30,pgp,supports,block cipher
30,tls,provides,confidentiality
30,tls,provides,data integrity
30,tls,provides,end-point authentication
30,tls,requires,public key certification
30,tls,requires,session key
30,tls,runs_on,tcp
30,tls,supports,block cipher
30,ipsec,contains,transport mode
30,ipsec,has_part,ah
30,ipsec,has_part,esp
30,ipsec,has_part,tunnel mode
30,ipsec,operates_at,network layer
30,ipsec,provides,authentication
30,ipsec,provides,confidentiality
30,ipsec,provides,integrity
30,ipsec,supports,block cipher
30,block cipher,implements,one-to-one mapping
30,block cipher,implements,permutation
30,block cipher,requires,key
31,block cipher,implements,one-to-one mapping
31,block cipher,implements,permutation
31,block cipher,requires,key
32,block cipher,implements,one-to-one mapping
32,block cipher,implements,permutation
32,block cipher,requires,key
35,block cipher,implements,one-to-one mapping
35,block cipher,implements,permutation
35,block cipher,requires,key
37,des,is_a,block cipher
37,des,provides,confidentiality
37,des,requires,key
37,3des,is_a,block cipher
37,aes,is_a,block cipher
37,aes,provides,confidentiality
37,aes,requires,key
37,block cipher,implements,one-to-one mapping
37,block cipher,implements,permutation
37,block cipher,requires,key
38,des,is_a,block cipher
38,des,provides,confidentiality
38,des,requires,key
38,aes,is_a,block cipher
38,aes,provides,confidentiality
38,aes,requires,key
39,block cipher,implements,one-to-one mapping
39,block cipher,implements,permutation
39,block cipher,requires,key
40,block cipher,implements,one-to-one mapping
40,block cipher,implements,permutation
40,block cipher,requires,key
49,block cipher,implements,one-to-one mapping
49,block cipher,implements,permutation
49,block cipher,requires,key
52,public key cryptography,provides,authentication
52,public key cryptography,provides,digital signature
52,public key cryptography,requires,private key
